States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Date,Season
Tamil Nadu,3893.75,3088.75,3096.25,6562.5,8987.5,11642.86,9087.5,5925,3592.5,2800,14690.38,12483.5,8221.75,9700,10062.13,7814.38,4712.5,36000,1506.25,2262.5,5475,1675,05-01-2019,2
Tamil Nadu,3118,2772,2627.5,12460,8860,9510,6440,6300,3910,,14378.8,,8379.8,,9132,7197,4553,,1540,1480,1240,580,06-01-2019,2
Tamil Nadu,3278,2736,2505,6380,6090,6680,6470,4950,3776,,12995.4,,8563,,8905.4,7143.8,4840,,1510,1300,3680,660,07-01-2019,2
Tamil Nadu,3175,3017.5,3180,6600,7050,8075,7437.5,5350,3412.5,,14497.75,,7853,,9489,6874.75,4475,,1595,2050,1325,1250,08-01-2019,2
Tamil Nadu,3961.11,3134.44,3037.78,6333.33,8961.11,11688.89,9011.11,5925,3573.33,2800,14778.44,12483.5,8354,,10092.88,8489.67,4566.67,36000,1522.22,2933.33,9144.44,1500,09-01-2019,2
Tamil Nadu,2588.75,2737.5,2336.75,6150,12750,14275,9075,7050,3450,,12294.25,,7614,,8845.75,5565.5,4123.75,,1525,1625,1775,2050,10-01-2019,2
Tamil Nadu,3275,2856,2632.5,9880,7120,9450,6320,5850,4160,,13998.2,,8578.4,,9132,7251.8,4633,,1562.5,1460,1200,1880,11-01-2019,2
Tamil Nadu,3322,2736,2555,6160,6280,6540,6650,5150,3640,,12841.4,,8762.6,,8971.2,7006,4840,,1500,1220,3620,660,12-01-2019,2
Tamil Nadu,2980,2960,2918,6380,7820,7620,7530,5780,3410,,13981.2,,8284,,9325,6935.4,4443.4,,1550,1840,1200,1580,13-01-2019,2
Tamil Nadu,2485,2750,2336.75,5860,11720,13320,8580,6250,3456,,12057,,7798.4,,8989.6,6182,3764,,1530,1600,1160,680,14-01-2019,3
Tamil Nadu,3325,2820,2530,7850,6700,8812.5,6325,5400,4322.5,,14117.75,,8688,,9120,7080.25,4500,,1562.5,1250,1100,2233.33,15-01-2019,3
Tamil Nadu,3196.6,2736,2505,5520,6510,6700,6712.5,5000,3724,,12818.4,,8742.4,,9076.2,7101.6,4760,,1500,1380,2100,580,16-01-2019,3
Tamil Nadu,3080,2920,2940,6260,8160,7700,7760,5820,3466,,14046,,8220.8,,9579.8,7142.8,4293.4,,1602,1720,1060,880,17-01-2019,3
Tamil Nadu,2361,2660,2324.25,5900,11200,13150,8380,6550,3502,,12277,,7964.2,,9000.2,6491,3605,,1530,1500,1040,780,18-01-2019,3
Tamil Nadu,3300,2820,2600,7200,6825,9100,6375,5400,4285,,14084.75,,8701.75,,9065,6763.25,4375,,1562.5,1375,1025,1875,19-01-2019,3
Tamil Nadu,3000,2640,2533.33,5362.5,6462.5,6475,6700,4400,3470,,12939,,9148,,9340,8117.5,4300,,1500,1450,1300,800,20-01-2019,3
Tamil Nadu,3080,2960,2900,6230,8100,7520,7610,5648,3454,,13889.2,10000,7959,,9537.8,6930.8,4326.6,,1584,1540,1010,1460,21-01-2019,3
Tamil Nadu,2334,2650,2372.5,6700,13000,15960,8440,7600,3938,,13542.2,,8083.6,,9000.2,6870.6,3904,,1530,1880,1240,1620,22-01-2019,3
Tamil Nadu,3100,2785,2600,7750,6850,9475,6775,5600,4227.5,,14442.75,,8674.25,,9065,6473.5,4400,,1562.5,1450,1000,800,23-01-2019,3
Tamil Nadu,3080,2660,2525,5160,6300,6460,6660,5000,3240,,13089,,9035.2,,9216,8107.8,4460,,1500,2020,1080,940,24-01-2019,3
Tamil Nadu,3070,2930,2920,6300,8060,7620,7840,5548,3568,,13977.2,9750,8001.8,,9416,6826.2,4186.6,,1594,1840,1120,2920,25-01-2019,3
Tamil Nadu,2444,2650,2412.5,7430,12820,16000,8400,7200,3916,,14192,,8231.6,,9088,6876.8,4149,,1530,1980,1200,4760,26-01-2019,3
Tamil Nadu,3125,2740,2533.33,7525,6275,8775,6625,5100,4175,,14422.75,,8667,,8873.5,6565.5,4650,,1537.5,1425,925,950,27-01-2019,3
Tamil Nadu,3100,2670,2525,4980,6240,6530,6700,4750,3008,,13330.8,,8933.2,,9216,8251,4420,,1500,2080,980,980,28-01-2019,3
Tamil Nadu,3150,2942,2920,6320,8630,8200,8260,5588,3592,,14706.2,9500,7590,,9542,6762.8,4253.4,,1587.5,1900,1320,3900,29-01-2019,3
Tamil Nadu,2522,2714,2417.5,8300,12360,15500,7960,7350,3890,,14774.6,,8209.8,,9065,6667.2,4279,,1530,2040,1320,2560,30-01-2019,1
Tamil Nadu,3350,2775,2533.33,7200,5800,8487.5,6062.5,4800,4152.5,,14271.25,,8612,,8900.75,6510.5,4750,,1512.5,1400,975,2925,31-01-2019,1
Tamil Nadu,3230,2708,2510,4940,6320,6590,6720,4800,3652,,13302.2,,9134.4,,9614.8,8226.8,4400,,1500,2120,1520,1560,01-02-2019,1
Tamil Nadu,3310,2942,3064,6440,8780,8700,8500,5700,3558,,14797.2,9500,7673.6,,9583,6704.2,4333.4,,1587.5,1980,1800,3060,02-02-2019,1
Tamil Nadu,2512,2690,2455,10420,11940,14740,7680,7700,3906,,15114.8,,8136.4,,9043.4,6434.8,4249,,1540,2100,1320,1420,03-02-2019,1
Tamil Nadu,3308,2712,2600,7240,5740,8040,6080,5000,4064,,13896.6,,8557,,8791,6172.8,4760,,1510,1500,1060,6480,04-02-2019,1
Tamil Nadu,3150,2722,2565,5380,6280,6712.5,6740,4833.33,3692,,13133,,9090.4,,9801.8,8061.8,4440,,1500,2340,1900,1740,05-02-2019,1
Tamil Nadu,3400,3012.5,3110,6350,8425,8425,8275,5800,3532.5,,15107.25,,7678,,9556.67,6662.75,4291.75,,1605,2025,1637.5,2925,06-02-2019,1
Tamil Nadu,2540,2720,2527.5,9530,10520,13000,6790,7150,3950,,15357,,8441,,9045.2,7262.8,4696,,1540,2000,1220,640,07-02-2019,1
Tamil Nadu,3353.2,2640,2525,7320,6300,7880,6340,4900,4076,,13962.4,,8425.6,,8804.75,6425.8,5280,,1510,1440,2740,3980,08-02-2019,1
Tamil Nadu,3162.5,2987.5,2883.33,5880,6350,6500,6887.5,5230,3635,,13060.5,,8674.5,,9723.75,7551.75,4641.75,,1512.5,2275,1687.5,1137.5,09-02-2019,1
Tamil Nadu,3350,3012.5,3135,6375,8550,8487.5,8350,5800,3612.5,,15060,,7697.25,,9697.25,6979.25,4412.5,,1630,1900,2400,1300,10-02-2019,1
Tamil Nadu,2615,2724,2527.5,10360,10900,11420,6800,6750,3870,,15056.6,,8489.6,,9073,7170.8,4692,,1540,2060,1150,1080,11-02-2019,1
Tamil Nadu,3340,2672,2545,7540,6280,8200,6440,4950,4106,,13896.6,,8513.6,,8636.8,6551.4,5220,,1510,1460,1980,1220,12-02-2019,1
Tamil Nadu,3087.5,2850,2815,5900,6287.5,6537.5,7050,5287.5,3542.5,,13621.75,,8684.5,,9790.75,7610.5,4475,,1512.5,2100,1300,850,13-02-2019,1
Tamil Nadu,3666.67,3050,3223.33,6400,8550,8533.33,8408.33,5900,3696.67,3600,15052.83,13186,7564.17,,10084.33,7076,4500,,1516.67,1833.33,3966.67,1116.67,14-02-2019,1
Tamil Nadu,2771,2664,2557.5,12180,10420,10880,6760,6600,3890,,15159.4,,8467.6,,9098,6821.8,4658,,1540,1880,1160,860,15-02-2019,1
Tamil Nadu,3330,2692,2560,7340,6180,7660,6410,5000,4036,,13852.6,,8559.6,,8636.8,6736.2,5400,,1510,1460,3080,3600,16-02-2019,1
Tamil Nadu,3087.5,2875,2880,5812.5,6262.5,7033.33,7037.5,5250,3570,,13573.5,,8950.5,,9837.25,7610.5,4516.75,,1537.5,2350,1700,1075,17-02-2019,1
Tamil Nadu,3925,3010,3250,6533.33,8633.33,9366.67,8466.67,5700,3626.67,,14837.33,12967,7849.5,,9941.83,7164.83,4650,,1466.67,2000,3466.67,1950,18-02-2019,1
Tamil Nadu,2874,2724,2550,12300,10060,10280,6440,6500,3930,,14720.8,,8489.6,,9110,6899.8,4572,,1540,1900,1240,600,19-02-2019,2
Tamil Nadu,3278,2692,2645,6820,6120,6930,6450,5000,4050,,13652.6,,8622.6,,8960,7125.8,5080,,1510,1480,3580,3300,20-02-2019,2
Tamil Nadu,3075,2912.5,2860,6400,6712.5,7787.5,7400,5300,3477.5,,13437.25,,8492.25,,9882,7344,4475,,1530,2325,1625,1175,21-02-2019,2
Tamil Nadu,3993.75,3120,3323.75,6525,8987.5,11762.5,9087.5,5985.71,3605,,15052.88,12967,8203.75,,10077.13,7941,4687.5,,1431.25,2387.5,5687.5,1750,22-02-2019,2
Tamil Nadu,3118,2772,2627.5,12460,8860,9510,6440,6300,3910,,14378.8,,8379.8,,9132,7197,4553,,1540,1480,1240,580,23-02-2019,2
Tamil Nadu,3278,2736,2505,6380,6090,6680,6470,4950,3776,,12995.4,,8563,,8905.4,7143.8,4840,,1510,1300,3680,640,24-02-2019,2
Tamil Nadu,3100,2982,3084,6480,6980,7900,7350,5320,3398,,14103.6,,8304.2,,9569.2,6873.4,4460,,1536,1880,1300,1280,25-02-2019,2
Tamil Nadu,3961.11,3134.44,3032.22,6305.56,8977.78,11777.78,9011.11,5962.5,3580,2800,14765.11,12483.5,8345.56,,10114.75,8508.56,4577.78,36000,1522.22,2933.33,8722.22,1500,26-02-2019,2
Tamil Nadu,2631,2750,2336.75,6140,12700,14180,9160,7050,3440,,12178,,7797.4,,8856.8,5596.8,4049,,1510,1600,1760,1660,27-02-2019,2
Tamil Nadu,3302,2870,2607.5,9820,7060,9637.5,6320,5850,4144,,13998.2,,8600.4,,9132,7262.8,4633,,1550,1440,1200,1600,28-02-2019,2
Tamil Nadu,3322,2736,2555,6160,6280,6540,6650,5150,3640,,12841.4,,8762.6,,8971.2,7006,4840,,1500,1220,3500,640,01-03-2019,2
Tamil Nadu,2980,2960,2918,6380,7820,7620,7530,5780,3390,,13981.2,,8284,,9325,6935.4,4443.4,,1550,1840,1180,1580,02-03-2019,2
Tamil Nadu,2485,2750,2336.75,5860,11680,13320,8580,6250,3456,,12057,,7798.4,,9011.4,6204.2,3764,,1530,1560,1160,700,03-03-2019,3
Tamil Nadu,3325,2820,2530,7850,6700,8812.5,6325,5400,4322.5,,14117.75,,8688,,9120,7080.25,4500,,1562.5,1275,1100,2350,04-03-2019,3
Tamil Nadu,3162.5,2720,2506.67,5400,6412.5,6625,6712.5,4600,3730,,12856.5,,8928,,9257.75,7252,4550,,1500,1325,2000,600,05-03-2019,3
Tamil Nadu,3080,2920,2940,6260,8160,7700,7760,5820,3470,,14046,,8220.8,,9579.8,7132.8,4280,,1602,1660,1060,920,06-03-2019,3
Tamil Nadu,2361,2660,2324.25,5900,11160,13150,8380,6550,3502,,12277,,7964.2,,9000.2,6491,3605,,1530,1540,1100,820,07-03-2019,3
Tamil Nadu,3266.67,2793.33,2380,7133.33,6700,8966.67,6266.67,5400,4273.33,,13871.33,,9111.67,,9083.33,6783.33,4333.33,,1550,1333.33,1000,1833.33,08-03-2019,3
Tamil Nadu,3000,2640,2533.33,5362.5,6462.5,6475,6700,4400,3470,,12939,,9148,,9340,8117.5,4300,,1500,1450,1300,800,09-03-2019,3
Tamil Nadu,3080,2960,2900,6230,8100,7520,7610,5648,3454,,13889.2,10000,7959,,9537.8,6910.8,4326.6,,1584,1600,990,1520,10-03-2019,3
Tamil Nadu,2292.5,2612.5,2372.5,6925,13125,16325,8600,7650,3945,,13764.5,,7875.75,,8970.25,6865.75,3968.75,,1525,1800,1200,1575,11-03-2019,3
Tamil Nadu,3100,2660,2525,5160,6300,6480,6660,5000,3186,,13111.2,,9035.2,,9216,8085.8,4460,,1500,2020,1020,920,12-03-2019,3
Tamil Nadu,3090,2930,2920,6300,8000,7600,7840,5548,3568,,13992.8,9750,7939.75,,9542,6826.2,4186.6,,1594,1840,1120,2760,13-03-2019,3
Tamil Nadu,2464,2650,2387.5,7440,12600,15880,8340,7250,3894,,13894,,8231.6,,9088,6865.6,4189,,1530,2020,1240,4900,14-03-2019,3
Tamil Nadu,3125,2740,2533.33,7525,6275,8775,6675,5100,4175,,14422.75,,8667,,8873.5,6593,4650,,1537.5,1425,925,975,15-03-2019,3
Tamil Nadu,3100,2670,2525,4980,6240,6530,6700,4750,3008,,13330.8,,8933.2,,9216,8251,4420,,1500,2040,980,1000,16-03-2019,3
Tamil Nadu,3150,2942,2920,6320,8630,8200,8260,5588,3592,,14706.2,9500,7590,,9542,6762.8,4253.4,,1587.5,1880,1320,3940,17-03-2019,3
Tamil Nadu,2522,2714,2417.5,8300,12360,15500,7960,7350,3890,,14774.6,,8209.8,,9065,6667.2,4279,,1530,2040,1340,2560,18-03-2019,1
Tamil Nadu,3350,2775,2533.33,7200,5800,8487.5,6062.5,4800,4152.5,,14271.25,,8612,,8900.75,6510.5,4750,,1512.5,1400,975,2925,19-03-2019,1
Tamil Nadu,3230,2708,2510,4920,6320,6590,6720,4800,3644,,13302.2,,9090.4,,9691.8,8215.8,4380,,1500,2040,1380,1380,20-03-2019,1
Tamil Nadu,3362.5,2877.5,3032.5,6300,8825,8625,8475,5600,3547.5,,14221.5,9500,7763.25,,9522.5,6680.25,4466.75,,1583.33,1950,1750,3075,21-03-2019,1
Tamil Nadu,2512,2690,2455,10360,11960,14640,7640,7600,3916,,15114.8,,8136.4,,9043.4,6434.8,4249,,1540,2080,1280,1000,22-03-2019,1
Tamil Nadu,3313.2,2752,2675,7180,5740,7980,6080,5000,4064,,13896.6,,8445.6,,8791,6150.8,4760,,1510,1500,1060,6380,23-03-2019,1
Tamil Nadu,3150,2734,2590,5460,6320,6590,6760,4900,3712,,13177,,9090.4,,9845.8,8061.8,4440,,1500,2480,1980,1560,24-03-2019,1
Tamil Nadu,3390,2950,3018,6220,8290,8260,8150,5720,3512,,15107.25,,7900.4,,9580,6604.2,4323.4,,1594,1760,1540,2660,25-03-2019,1
Tamil Nadu,2540,2720,2527.5,9530,10520,13000,6790,7150,3950,,15357,,8441,,9045.2,7262.8,4696,,1540,2000,1220,640,26-03-2019,1
Tamil Nadu,3353.2,2640,2525,7320,6300,7880,6340,4900,4076,,13962.4,,8425.6,,8804.75,6425.8,5280,,1510,1440,2740,3980,27-03-2019,1
Tamil Nadu,3162.5,2987.5,2883.33,5880,6350,6500,6887.5,5230,3635,,13035.5,,8674.5,,9723.75,7551.75,4641.75,,1512.5,2275,1575,1125,28-03-2019,1
Tamil Nadu,3200,3000,2896.67,6400,8566.67,8483.33,8366.67,5766.67,3616.67,,14758,,7693,,9703,7108,4500,,1633.33,1800,2400,1400,29-03-2019,1
Tamil Nadu,2615,2724,2527.5,10360,10900,11420,6800,6750,3870,,15056.6,,8489.6,,9073,7150.8,4692,,1540,2060,1220,1120,30-03-2019,1
Tamil Nadu,3325,2715,2526.67,7625,6400,8300,6525,5200,4117.5,,14120.75,,8667,,8846,6689.25,5275,,1512.5,1350,1875,1225,31-03-2019,1
Tamil Nadu,3087.5,2850,2815,5900,6287.5,6537.5,7000,5287.5,3547.5,,13621.75,,8729.5,,9790.75,7610.5,4441.75,,1512.5,2150,1250,775,01-04-2019,1
Tamil Nadu,3800,3085.71,3262.86,6322.86,8600,8671.43,8450,5857.14,3790,3600,14895.29,13343,7617.71,,9983.71,7076,4470,,1442.86,1785.71,3971.43,1200,02-04-2019,1
Tamil Nadu,2771,2664,2557.5,12280,10420,10880,6760,6600,3890,,15159.4,,8445.6,,9098,6821.8,4698,,1540,1880,1160,860,03-04-2019,1
Tamil Nadu,3330,2692,2560,7340,6180,7620,6390,5000,4024,,13852.6,,8526.8,,8614.8,6736.2,5400,,1510,1440,3140,3600,04-04-2019,1
Tamil Nadu,3087.5,2875,2880,5812.5,6262.5,7033.33,7037.5,5250,3570,,13573.5,,8950.5,,9837.25,7610.5,4525,,1537.5,2475,1725,1100,05-04-2019,1
Tamil Nadu,3821.43,3037.14,3191.43,6600,8628.57,9542.86,8485.71,5814.29,3644.29,,15189,12967,7821.14,,9995.71,7203.29,4614.29,,1485.71,2100,3485.71,2200,06-04-2019,1
Tamil Nadu,2874,2724,2550,12300,10060,10280,6440,6500,3930,,14720.8,,8489.6,,9110,6899.8,4572,,1540,1900,1280,600,07-04-2019,2
Tamil Nadu,3278,2692,2645,6820,6120,6930,6450,5000,4050,,13652.6,,8622.6,,8960,7125.8,5080,,1510,1480,3660,2975,08-04-2019,2
Tamil Nadu,2916.67,2916.67,2723.33,6366.67,6566.67,7700,7400,5333.33,3466.67,,12971.33,,8392.67,,9769.67,7209.67,4500,,1506.67,2100,1500,1233.33,09-04-2019,2
Tamil Nadu,3927.78,3090,3252.22,6511.11,9011.11,11887.5,9055.56,5925,3593.33,2800,14713.67,12483.5,8217.78,9700,10068.56,7913.33,4688.89,36000,1450,2355.56,6775,1888.89,10-04-2019,2
Tamil Nadu,3118,2772,2627.5,12460,8840,9510,6440,6300,3910,,14378.8,,8379.8,,9132,7197,4553,,1540,1480,1240,580,11-04-2019,2
Tamil Nadu,3235,2720,2506.67,6350,5987.5,6600,6387.5,4700,3770,,12994.25,,8717.33,,9106.75,7279.75,4750,,1512.5,1175,3675,675,12-04-2019,2
Tamil Nadu,3100,2982,3084,6480,6980,7900,7350,5320,3398,,14103.6,,8304.2,,9569.2,6873.4,4460,,1536,1880,1300,1280,13-04-2019,2
Tamil Nadu,3956.25,3138.75,2998.75,6268.75,8912.5,11600,9012.5,5962.5,3577.5,2800,14748.25,12483.5,8264.38,,10099.86,8456.75,4575,36000,1506.25,2837.5,8687.5,1462.5,14-04-2019,2
Tamil Nadu,2688.75,2812.5,2382.33,6250,13200,14200,9500,7800,3450,,12187,,7576.5,,8900.75,5705,3811.25,,1512.5,1750,1900,1375,15-04-2019,2
Tamil Nadu,3302,2870,2470,9820,7060,9637.5,6320,5850,4144,,13998.2,,8600.4,,9132,7262.8,4633,,1550,1440,1200,1600,16-04-2019,2
Tamil Nadu,3352.5,2770,2606.67,6325,6350,6625,6687.5,5600,3675,,13030,,8535.75,,8879,6944.25,4800,,1550,1275,3825,625,17-04-2019,2
Tamil Nadu,2980,2960,2918,6380,7820,7620,7530,5780,3390,,13981.2,,8284,,9325,6935.4,4443.4,,1550,1840,1180,1520,18-04-2019,2
Tamil Nadu,2475,2750,2336.75,5850,11660,13360,8580,6250,3456,,12057,,7798.4,,9044.2,6299.25,3764,,1530,1540,1160,720,19-04-2019,3
Tamil Nadu,3300,2793.33,2355,7600,6600,8650,6100,5400,4313.33,,13878.67,,9093.33,,9120,7132.67,4500,,1550,1266.67,1033.33,2300,20-04-2019,3
Tamil Nadu,3176.6,2736,2505,5520,6510,6780,6790,5000,3724,,12884.4,,8742.4,,9076.2,7172.6,4640,,1500,1380,1940,640,21-04-2019,3
Tamil Nadu,3080,2920,2940,6260,8160,7660,7760,5820,3470,,14046,,8220.8,,9579.8,7132.8,4280,,1602,1640,1040,960,22-04-2019,3
Tamil Nadu,2283.33,2600,2338.5,5866.67,11100,12933.33,8333.33,6500,3523.33,,12365.67,,8284.33,,8937,6434,3600,,1533.33,1500,1033.33,833.33,23-04-2019,3
Tamil Nadu,3266.67,2793.33,2380,7133.33,6700,8966.67,6266.67,5400,4273.33,,13871.33,,9111.67,,9083.33,6783.33,4333.33,,1550,1333.33,1000,1833.33,24-04-2019,3
Tamil Nadu,3080,2672,2525,5350,6480,6420,6760,4900,3516,,12884.4,,8918.4,,9142,7843.2,4540,,1500,1480,1280,1060,25-04-2019,3
Tamil Nadu,3080,2960,2900,6230,8100,7520,7610,5648,3454,,13889.2,10000,7959,,9534.8,6904.8,4326.6,,1584,1600,1010,1520,26-04-2019,3
Tamil Nadu,2305,2612.5,2372.5,6925,13125,16325,8600,7650,3945,,13764.5,,7875.75,,8970.25,6859.5,3968.75,,1525,1800,1200,1625,27-04-2019,3
Tamil Nadu,3150,2785,2600,7750,6850,9425,6775,5400,4225,,14442.75,,8674.25,,9065,6446,4425,,1562.5,1450,975,850,28-04-2019,3
Tamil Nadu,3100,2660,2525,5160,6300,6480,6660,5000,3162,,13111.2,,8755.2,,9216,8015.8,4460,,1500,2020,1020,840,29-04-2019,3
Tamil Nadu,3050,2912.5,2975,6325,7975,7775,7850,5585,3580,,14307.75,9750,7939.75,,9532.5,6795.25,4083.25,,1592.5,1775,1125,2750,30-04-2019,3
Tamil Nadu,2464,2650,2387.5,7440,12600,15880,8340,7250,3894,,13894,,8231.6,,9088,6865.6,4189,,1530,2020,1240,4620,01-05-2019,3
Tamil Nadu,3125,2740,2533.33,7525,6275,8775,6675,5100,4175,,14422.75,,8667,,8873.5,6593,4650,,1537.5,1425,925,975,02-05-2019,3
Tamil Nadu,3000,2637.5,2533.33,4925,6175,6462.5,6625,4500,2995,,13488.5,,9271.5,,9395,8213.75,4325,,1500,2000,1000,1025,03-05-2019,3
Tamil Nadu,3062.5,2915,2840,6250,8700,8350,8325,5510,3600,,14584.25,9500,7537,,9455,6695,4291.75,,1600,1850,1275,4025,04-05-2019,3
Tamil Nadu,2522,2714,2417.5,8300,12360,15500,7960,7350,3890,,14774.6,,8209.8,,9065,6667.2,4279,,1530,2040,1340,2560,05-05-2019,1
Tamil Nadu,3350,2775,2533.33,7200,5800,8487.5,6062.5,4800,4152.5,,14271.25,,8612,,8900.75,6510.5,4750,,1512.5,1400,975,2925,06-05-2019,1
Tamil Nadu,3230,2708,2510,4920,6320,6590,6720,4800,3644,,13302.2,,9090.4,,9691.8,8215.8,4380,,1500,2040,1380,1260,07-05-2019,1
Tamil Nadu,3370,2942,3084,6420,8760,8700,8460,5675,3568,,14837.2,9500,7673.6,,9583,6694.2,4403.4,,1587.5,1920,1800,2840,08-05-2019,1
Tamil Nadu,2512,2690,2455,10360,11960,14640,7640,7600,3916,,15114.8,,8136.4,,9043.4,6434.8,4249,,1540,2080,1280,1000,09-05-2019,1
Tamil Nadu,3313.2,2752,2675,7120,5780,7960,6016,4950,4068,,13918.4,,8445.6,,8791,6139.8,4760,,1510,1500,1060,6300,10-05-2019,1
Tamil Nadu,3150,2754,2590,5460,6320,6590,6760,4900,3672,,13177,,9090.4,,9845.8,8061.8,4460,,1500,2480,1920,1560,11-05-2019,1
Tamil Nadu,3380,2942,3028,6280,8340,8280,8220,5730,3490,,15107.25,9500,7678,,9568.75,6613.4,4253.4,,1628,1860,1590,2700,12-05-2019,1
Tamil Nadu,2540,2720,2527.5,9440,10340,13070,6770,7150,3950,,15357,,8357,,9045.2,7262.8,4696,,1540,2000,1220,620,13-05-2019,1
Tamil Nadu,3266.67,2633.33,2280,7266.67,6300,7833.33,6266.67,5000,4066.67,,13992.33,,8918.67,,8809.33,6556.33,5333.33,,1483.33,1300,2533.33,3900,14-05-2019,1
Tamil Nadu,3216.67,3050,3025,6073.33,6466.67,6600,7050,5295,3666.67,,13278.33,,8159.67,,9595.33,7541.67,4722.33,,1583.33,2466.67,1766.67,1066.67,15-05-2019,1
Tamil Nadu,3310,2960,3038,6220,8460,8270,8260,5700,3594,,14364.75,,7915.8,,9733.8,6994.2,4410,,1620,1790,2550,1310,16-05-2019,1
Tamil Nadu,2615,2724,2527.5,10400,10900,11440,6800,6900,3878,,15056.6,,8489.6,,9073,7150.8,4692,,1540,2060,1280,1080,17-05-2019,1
Tamil Nadu,3350,2672,2570,7540,6280,8200,6480,4950,4112,,13896.6,,8493.6,,8636.8,6551.4,5260,,1510,1420,2040,1180,18-05-2019,1
Tamil Nadu,3037.5,2850,2815,5917.5,6287.5,6587.5,6962.5,5287.5,3545,,13565,,9149.67,,9927.67,7614,4441.75,,1512.5,2175,1275,775,19-05-2019,1
Tamil Nadu,3800,3085.71,3262.86,6301.43,8600,8671.43,8450,5857.14,3790,3600,14895.29,13343,7617.71,,9983.71,7065,4470,,1442.86,1857.14,3585.71,1300,20-05-2019,1
Tamil Nadu,2783,2704,2550,12500,10400,10760,6740,6600,3898,,15137.4,,8689,,9098,6796.5,4698,,1540,1800,1160,920,21-05-2019,1
Tamil Nadu,3330,2672,2560,7320,6180,7620,6390,5000,4024,,13852.6,,8504.8,,8603.8,6725.2,5400,,1510,1460,3040,3600,22-05-2019,1
Tamil Nadu,3087.5,2875,2880,5812.5,6262.5,7175,7037.5,5250,3570,,13573.5,,8950.5,,9862.25,7610.5,4525,,1537.5,2475,1650,1050,23-05-2019,1
Tamil Nadu,3821.43,3037.14,3191.43,6600,8628.57,9542.86,8485.71,5814.29,3644.29,,15189,12967,7821.14,,9995.71,7203.29,4614.29,,1485.71,2128.57,3485.71,2257.14,24-05-2019,1
Tamil Nadu,2874,2724,2550,12300,10060,10280,6440,6500,3930,,14720.8,,8489.6,,9110,6899.8,4572,,1540,1960,1280,620,25-05-2019,2
Tamil Nadu,3278,2692,2645,6820,6120,6930,6450,5000,4050,,13652.6,,8688.6,,8960,7125.8,5080,,1510,1500,3640,2840,26-05-2019,2
Tamil Nadu,3075,2912.5,2860,6400,6712.5,7787.5,7425,5300,3480,,13437.25,,8492.25,,9882,7344,4454.25,,1530,2250,1425,1000,27-05-2019,2
Tamil Nadu,3927.78,3090,3252.22,6511.11,9011.11,11887.5,9055.56,5925,3593.33,2800,14713.67,12483.5,8217.78,9700,10068.56,7913.33,4688.89,36000,1450,2233.33,7362.5,1844.44,28-05-2019,2
Tamil Nadu,3118,2772,2627.5,12440,8700,9510,6440,6250,3910,,14378.8,,8379.8,,9132,7197,4553,,1540,1360,1180,740,29-05-2019,2
Tamil Nadu,3200,2600,2200,5800,6000,6200,6000,4700,3700,,11868,,,,9285,7142,4800,,1300,1000,3000,500,30-05-2019,2
Tamil Nadu,3100,2970,3084,6460,7000,7900,7350,5280,3388,,14161.2,,8238.4,,9547.2,6873.4,4460,,1536,1900,1240,1360,31-05-2019,2
Tamil Nadu,3881.25,3151.25,3048.75,6318.75,8900,11562.5,9075,6028.57,3590,2800,14823.25,12483.5,8290,,10274,8609.63,4775,36000,1550,2962.5,8037.5,1425,01-06-2019,2
Tamil Nadu,2631,2750,2336.75,6120,12720,14020,9080,7000,3440,,12068,,7775.4,,8879.8,5596.8,3949,,1510,1600,1680,1140,02-06-2019,2
Tamil Nadu,3302,2796,2572.5,9640,6980,9230,6320,5850,4154,,13888.2,,8600.4,,9132,7238,4633,,1550,1420,1160,1820,03-06-2019,2
Tamil Nadu,3322,2736,2555,6160,6280,6540,6650,5150,3640,,12841.4,,8762.6,,8971.2,6961.8,4840,,1500,1220,3500,640,04-06-2019,2
Tamil Nadu,2983.33,3000,2903.33,6133.33,7600,7500,7416.67,5633.33,3373.33,,13683.67,,8406.67,,9358.33,6833.33,4372.33,,1516.67,1700,1133.33,1400,05-06-2019,2
Tamil Nadu,2475,2740,2286.75,5850,11660,13360,8540,6250,3452,,12057,,7798.4,,9044.2,6299.25,3764,,1530,1640,1240,760,06-06-2019,3
Tamil Nadu,3325,2820,2530,7825,6600,8812.5,6100,5400,4310,,14090.25,,8688,,9092.5,7132.67,4500,,1562.5,1300,1150,2375,07-06-2019,3
Tamil Nadu,3166.6,2736,2505,5520,6510,6780,6790,5000,3724,,12884.4,,8742.4,,9076.2,7172.6,4640,,1500,1380,1940,640,08-06-2019,3
Tamil Nadu,3080,2960,2940,6260,8160,7660,7780,5820,3462,,14046,,8220.8,,9539.8,7132.8,4280,,1602,1640,1060,1000,09-06-2019,3
Tamil Nadu,2361,2650,2299,5875,11150,13087.5,8375,6500,3517.5,,12186.25,,8227.75,,8982.75,6446.25,3575,,1537.5,1525,1100,825,10-06-2019,3
