States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Date,Season
Tamil Nadu,3266.67,2793.33,2380,7200,6700,8966.67,6266.67,5400,4273.33,,13981.67,,9111.67,,9083.33,6764.67,4333.33,,1550,1333.33,1000,1833.33,11-06-2019,3
Tamil Nadu,3080,2672,2525,5350,6480,6420,6760,4900,3516,,12884.4,,8918.4,,9142,7843.2,4540,,1500,1440,1240,1020,12-06-2019,3
Tamil Nadu,3080,2960,2900,6130,8020,7420,7590,5508,3438,,13867.2,9750,8025,,9447.6,6763,4336.6,,1584,1620,1010,1460,13-06-2019,3
Tamil Nadu,2305,2637.5,2372.5,7075,13000,16500,8475,7350,3957.5,,13774,,7875.75,,8970.25,6887,3993.75,,1525,1850,1200,1975,14-06-2019,3
Tamil Nadu,3165,2785,2600,7750,6850,9425,6775,5400,4215,,14442.75,,8674.25,,9065,6446,4425,,1562.5,1375,925,800,15-06-2019,3
Tamil Nadu,3100,2660,2525,5160,6300,6480,6660,5000,3162,,13045.2,,8777.2,,9216,8004.8,4460,,1500,2020,1040,840,16-06-2019,3
Tamil Nadu,3090,2930,2920,6300,8160,7700,7860,5548,3568,,14112.8,9750,7939.75,,9542,6826.2,4200,,1594,1820,1120,2840,17-06-2019,3
Tamil Nadu,2464,2650,2387.5,7440,12600,15880,8340,7250,3894,,14192,,8231.6,,9088,6865.6,4289,,1530,2020,1200,4480,18-06-2019,3
Tamil Nadu,3125,2740,2533.33,7525,6275,8775,6675,5100,4175,,14422.75,,8667,,8873.5,6593,4650,,1537.5,1425,925,975,19-06-2019,3
Tamil Nadu,3000,2637.5,2533.33,4925,6175,6462.5,6625,4500,2995,,13488.5,,9271.5,,9395,8213.75,4325,,1500,2000,1000,1075,20-06-2019,3
Tamil Nadu,3170,2942,2920,6480,8630,8220,8260,5588,3592,,14706.2,9500,7590,,9542,6762.8,4253.4,,1587.5,1900,1320,3960,21-06-2019,3
Tamil Nadu,2522,2714,2417.5,8320,12320,15540,7920,7300,3890,,14774.6,,8209.8,,9065,6667.2,4252,,1530,2040,1320,2540,22-06-2019,1
Tamil Nadu,3350,2775,2533.33,7200,5800,8487.5,6012.5,4800,4147.5,,14216.5,,8612,,8887,6455.5,4700,,1512.5,1400,1025,3625,23-06-2019,1
Tamil Nadu,3230,2692,2515,4920,6240,6670,6670,4800,3576,,13324.2,,9090.4,,9530.8,8182.8,4360,,1500,2040,1280,1180,24-06-2019,1
Tamil Nadu,3437.5,2877.5,3057.5,6275,8800,8575,8425,5550,3560,,14271.5,9500,7763.25,,9522.5,6667.75,4554.25,,1583.33,1850,1750,2600,25-06-2019,1
Tamil Nadu,2504,2720,2455,10380,11860,14320,7520,7600,3926,,15136.8,,8158.4,,9023.4,6456.8,4299,,1540,2000,1280,1080,26-06-2019,1
Tamil Nadu,3313.2,2752,2675,7120,5780,7960,6016,4950,4068,,13918.4,,8445.6,,8791,6139.8,4760,,1510,1460,1080,5840,27-06-2019,1
Tamil Nadu,3150,2754,2590,5580,6320,6590,6800,4900,3674,,13177,,9090.4,,9824,8084,4460,,1500,2500,1900,1540,28-06-2019,1
Tamil Nadu,3400,3012.5,3110,6350,8425,8425,8275,5800,3500,,15107.25,,7678,,9575,6679.25,4291.75,,1605,1950,1737.5,2700,29-06-2019,1
Tamil Nadu,2540,2720,2527.5,9440,10340,13070,6770,7150,3950,,15357,,8357,,9045.2,7262.8,4696,,1540,2020,1220,620,30-06-2019,1
Tamil Nadu,3353.2,2640,2525,7320,6340,7880,6340,4900,4076,,13962.4,,8425.6,,8804.75,6425.8,5280,,1510,1440,2660,3980,01-07-2019,1
Tamil Nadu,3162.5,2987.5,2883.33,5880,6325,6525,6862.5,5295,3615,,13278.33,,8086.67,,9546.33,7508.33,4722.33,,1512.5,2275,1550,937.5,02-07-2019,1
Tamil Nadu,3350,3012.5,3110,6375,8550,8487.5,8350,5800,3617.5,,14758,,7697.25,,9697.25,7012.75,4487.5,,1625,1850,2700,1275,03-07-2019,1
Tamil Nadu,2655,2724,2527.5,10400,10900,11440,6800,6900,3878,,15056.6,,8489.6,,9073,7150.8,4692,,1540,2020,1240,1100,04-07-2019,1
Tamil Nadu,3350,2672,2570,7540,6340,8120,6420,4850,4108,,13607,,8493.6,,8636.8,6573.4,5260,,1510,1420,2100,1080,05-07-2019,1
Tamil Nadu,3037.5,2850,2815,5892.5,6287.5,6587.5,6962.5,5287.5,3550,,13565,,9149.67,,9927.67,7574.25,4466.75,,1512.5,2300,1275,800,06-07-2019,1
Tamil Nadu,3757.14,3042.86,3262.86,6521.43,8614.29,8671.43,8392.86,5928.57,3704.29,,15089.5,13186,8044.8,,10102.67,7101.5,4457.14,,1485.71,1757.14,3742.86,1542.86,07-07-2019,1
Tamil Nadu,2783,2704,2550,12500,10320,10760,6740,6600,3898,,15137.4,,8689,,9098,6799.8,4698,,1540,1800,1160,920,08-07-2019,1
Tamil Nadu,3350,2672,2560,7320,6180,7620,6390,5000,4024,,13852.6,,8504.8,,8603.8,6725.2,5400,,1510,1460,3100,3640,09-07-2019,1
Tamil Nadu,2966.67,2833.33,2940,5850,6216.67,7066.67,7050,5233.33,3546.67,,13775.67,,9156.33,,9927.67,7514,4433.33,,1516.67,2400,1766.67,1000,10-07-2019,1
Tamil Nadu,3821.43,3037.14,3191.43,6600,8628.57,9542.86,8485.71,5814.29,3644.29,,15189,12967,7821.14,,9995.71,7203.29,4614.29,,1485.71,2128.57,3485.71,2257.14,11-07-2019,1
Tamil Nadu,2874,2724,2550,12300,10060,10280,6440,6500,3930,,14764.6,,8489.6,,9110,6899.8,4572,,1540,1960,1280,620,12-07-2019,2
Tamil Nadu,3278,2712,2620,6840,6140,6710,6410,4850,4038,,13652.6,,8688.6,,8993,7147.8,4960,,1510,1420,4060,2500,13-07-2019,2
Tamil Nadu,3075,2912.5,2860,6400,6712.5,7787.5,7425,5300,3462.5,,13437.25,,8492.25,,9882,7344,4454.25,,1530,2200,1425,950,14-07-2019,2
Tamil Nadu,3927.78,3093.33,3265.56,6511.11,9011.11,11950,9055.56,5925,3593.33,2800,14713.67,12483.5,8217.78,9700,10068.56,7913.33,4688.89,36000,1450,2333.33,8411.11,1844.44,15-07-2019,2
Tamil Nadu,3145,2772,2627.5,12460,8600,9510,6440,6250,3910,,14378.8,,8379.8,,9132,7197,4553,,1540,1360,1180,740,16-07-2019,2
Tamil Nadu,3300,2696,2505,6380,6130,6680,6590,5000,3784,,12973.4,,8762.6,,8971.2,7078,4840,,1510,1300,3740,620,17-07-2019,2
Tamil Nadu,3100,2970,3084,6460,7000,7900,7350,5280,3388,,14161.2,,8238.4,,9527.2,6873.4,4460,,1536,1840,1280,1340,18-07-2019,2
Tamil Nadu,3961.11,3134.44,3032.22,6283.33,8944.44,11666.67,9088.89,5962.5,3580,2800,14765.11,12483.5,8391.11,,10114.75,8541.89,4577.78,36000,1522.22,2877.78,8300,1322.22,19-07-2019,2
Tamil Nadu,2631,2750,2336.75,6120,12720,14020,9080,7000,3440,,12068,,7775.4,,8879.8,5596.8,3949,,1510,1600,1680,960,20-07-2019,2
Tamil Nadu,3302.5,2770,2470,9450,7025,9212.5,6250,5850,4142.5,,13844,,8882.5,,9135,7238,4641.25,,1537.5,1400,1075,1600,21-07-2019,2
Tamil Nadu,3322,2736,2555,6160,6280,6540,6650,5150,3640,,12841.4,,8762.6,,8971.2,6961.8,4840,,1500,1220,3500,640,22-07-2019,2
Tamil Nadu,2980,2960,2918,6380,7970,7720,7550,5780,3390,,13981.2,,8284,,9325,6935.4,4410,,1550,1800,1150,1450,23-07-2019,2
Tamil Nadu,2475,2740,2286.75,5850,11600,13360,8540,6250,3452,,12013,,7798.4,,9044.2,6281,3764,,1530,1640,1240,760,24-07-2019,3
Tamil Nadu,3325,2820,2530,7466.67,6625,8812.5,6200,5400,4310,,14090.25,,8688,,9092.5,7024.75,4500,,1562.5,1300,1200,2350,25-07-2019,3
Tamil Nadu,3166.6,2736,2505,5580,6510,6780,6790,5000,3708,,13083.75,,8455.5,,9010.25,7172.6,4600,,1500,1380,1780,640,26-07-2019,3
Tamil Nadu,3080,2960,2940,6260,8140,7640,7740,5820,3462,,14046,,8220.8,,9559.8,7117.2,4280,,1602,1640,980,960,27-07-2019,3
Tamil Nadu,2391,2660,2324.25,5900,11280,13110,8380,6650,3544,,12277,,7964.2,,9000.2,6513,3647,,1530,1580,1100,780,28-07-2019,3
Tamil Nadu,3275,2810,2533.33,7525,6825,9225,6625,5700,4285,,14167.5,,8701.75,,9065,6749.25,4375,,1562.5,1350,1050,1775,29-07-2019,3
Tamil Nadu,3060,2672,2525,5330,6460,6420,6760,4900,3500,,12884.4,,8940.4,,9142,7843.2,4540,,1500,1480,1240,980,30-07-2019,3
Tamil Nadu,3080,2960,2900,6130,8020,7420,7590,5508,3438,,13867.2,9750,8025,,9447.6,6763,4336.6,,1584,1560,960,1520,31-07-2019,3
Tamil Nadu,2305,2637.5,2372.5,7125,13000,16500,8475,7350,3957.5,,13774,,7875.75,,8970.25,6900.75,4043.75,,1525,1850,1250,2025,01-08-2019,3
Tamil Nadu,3165,2785,2600,7750,6850,9425,6775,5400,4215,,14442.75,,8674.25,,9065,6446,4425,,1562.5,1400,950,800,02-08-2019,3
Tamil Nadu,3100,2660,2525,5140,6260,6480,6660,4800,3122,,13142.4,,8933.2,,9216,8171.4,4460,,1500,2020,1040,840,03-08-2019,3
Tamil Nadu,3050,2912.5,2975,6325,8175,7825,7875,5585,3580,,14307.75,9750,7939.75,,9532.5,6795.25,4100,,1592.5,1750,1125,2800,04-08-2019,3
Tamil Nadu,2464,2650,2387.5,7440,12600,15880,8340,7250,3894,,14192,,8231.6,,9088,6933.75,4289,,1530,2020,1200,4580,05-08-2019,3
Tamil Nadu,3125,2740,2533.33,7525,6275,8775,6675,5100,4175,,14422.75,,8667,,8873.5,6593,4650,,1537.5,1425,925,975,06-08-2019,3
Tamil Nadu,3100,2670,2525,4980,6240,6530,6740,4750,3040,,13330.8,,8933.2,,9216,8251,4420,,1500,2040,980,980,07-08-2019,3
Tamil Nadu,3170,2942,2920,6400,8620,8220,8260,5588,3592,,14706.2,9500,7590,,9542,6762.8,4253.4,,1587.5,1900,1360,3940,08-08-2019,3
Tamil Nadu,2522,2714,2417.5,8320,12320,15540,7920,7300,3890,,14839.6,,8209.8,,9065,6655.2,4252,,1530,2000,1320,2540,09-08-2019,1
Tamil Nadu,3350,2775,2533.33,7250,5750,8412.5,6087.5,4800,4152.5,,14216.5,,8612,,8859.75,6400.5,4625,,1512.5,1400,1025,3800,10-08-2019,1
Tamil Nadu,3230,2692,2515,4920,6240,6670,6670,4800,3584,,13324.2,,9090.4,,9519.8,8171.8,4360,,1500,2040,1240,1160,11-08-2019,1
Tamil Nadu,3370,2942,3084,6420,8760,8660,8460,5640,3568,,14837.2,9500,7673.6,,9583,6694.2,4403.4,,1587.5,1880,1760,2700,12-08-2019,1
Tamil Nadu,2504,2720,2455,10380,11860,14320,7500,7600,3926,,15136.8,,8158.4,,9023.4,6456.8,4299,,1540,2000,1280,1000,13-08-2019,1
Tamil Nadu,3313.2,2752,2675,7120,5780,7960,5980,4950,4068,,13918.4,,8445.6,,8791,6139.8,4740,,1510,1460,1120,5160,14-08-2019,1
Tamil Nadu,3150,2754,2590,5580,6320,6590,6780,4900,3662,,13177,,9090.4,,9824,8084,4460,,1500,2520,1880,1460,15-08-2019,1
Tamil Nadu,3400,3012.5,3110,6350,8425,8425,8275,5800,3500,,15107.25,,7678,,9575,6679.25,4291.75,,1605,1950,1737.5,2700,16-08-2019,1
Tamil Nadu,2540,2720,2527.5,9400,10340,13070,6770,7150,3950,,15357,,8401,,9045.2,7262.8,4696,,1540,2020,1220,580,17-08-2019,1
Tamil Nadu,3325,2700,2533.33,7275,6425,7825,6350,5000,4080,,14203,,8557,,8804.75,6565.5,5375,,1512.5,1350,2500,3425,18-08-2019,1
Tamil Nadu,3162.5,2987.5,2883.33,5830,6325,6525,6862.5,5230,3605,,13035.5,,8619.75,,9687,7526.75,4641.75,,1512.5,2275,1475,862.5,19-08-2019,1
Tamil Nadu,3350,2930,3038,6260,8540,8370,8340,5760,3610,,14986.4,,7982.4,,9768.4,7007.4,4540,,1620,1690,2470,1250,20-08-2019,1
Tamil Nadu,2655,2744,2527.5,10520,11020,11510,6960,6850,3884,,15078.6,,8489.6,,9073,7107,4692,,1540,2020,1280,1140,21-08-2019,1
Tamil Nadu,3350,2672,2570,7540,6350,8140,6430,4950,4108,,13830.6,,8493.6,,8636.8,6606.4,5180,,1510,1420,2100,1020,22-08-2019,1
Tamil Nadu,3037.5,2850,2815,5892.5,6287.5,6587.5,6962.5,5287.5,3550,,13565,,9149.67,,9894.33,7546.75,4466.75,,1512.5,2400,1275,800,23-08-2019,1
Tamil Nadu,3757.14,3042.86,3262.86,6521.43,8614.29,8671.43,8392.86,5928.57,3704.29,,15103,13186,8237.33,,10005,7123,4457.14,,1485.71,1785.71,3728.57,1614.29,24-08-2019,1
Tamil Nadu,2783,2704,2550,12500,10320,10760,6740,6600,3898,,15137.4,,8445.6,,9098,6799.8,4698,,1540,1880,1160,960,25-08-2019,1
Tamil Nadu,3350,2672,2670,7320,6180,7620,6390,5000,4024,,13852.6,,8504.8,,8603.8,6725.2,5400,,1510,1460,3100,3640,26-08-2019,1
Tamil Nadu,3087.5,2875,2880,5812.5,6262.5,7175,7037.5,5250,3570,,13573.5,,8950.5,,9862.25,7610.5,4525,,1537.5,2500,1725,1050,27-08-2019,1
Tamil Nadu,3880,3032,2918,6640,8580,9920,8460,5800,3634,,15242.8,,7872.8,,9972.2,7260.6,4600,,1600,1940,3560,2240,28-08-2019,1
Tamil Nadu,2874,2724,2562.5,12240,10060,10160,6440,6500,3930,,14764.6,,8744,,9110,6921.6,4572,,1540,1860,1240,640,29-08-2019,2
Tamil Nadu,3278,2712,2620,6840,6140,6710,6410,4850,4038,,13520.8,,8732.6,,9004,7169.8,4960,,1510,1360,4100,2260,30-08-2019,2
Tamil Nadu,3075,2937.5,2860,6475,6725,7850,7350,5300,3410,,13657,,8462.25,,9927.5,7140.5,4454.25,,1530,2150,1350,925,31-08-2019,2
Tamil Nadu,3927.78,3093.33,3265.56,6511.11,9011.11,11700,9055.56,5925,3593.33,2800,14713.67,12483.5,8217.78,9700,10068.56,7913.33,4688.89,36000,1450,2388.89,8050,1744.44,01-09-2019,2
Tamil Nadu,3165,2772,2577.5,12450,8560,9490,6400,6200,3922,,14378.8,,8379.8,,9132,7186,4553,,1540,1360,1240,740,02-09-2019,2
Tamil Nadu,3300,2696,2505,6380,6210,6680,6590,5000,3784,,12973.4,,8762.6,,8971.2,7078,4840,,1510,1300,3660,620,03-09-2019,2
Tamil Nadu,3100,2970,3084,6460,7000,7900,7350,5280,3388,,14161.2,,8238.4,,9527.2,6875.4,4466.6,,1536,1860,1240,1340,04-09-2019,2
Tamil Nadu,3961.11,3134.44,3032.22,6283.33,8944.44,11666.67,9088.89,5962.5,3580,2800,14765.11,12483.5,8391.11,,10114.75,8566.22,4577.78,36000,1522.22,2922.22,8355.56,1411.11,05-09-2019,2
Tamil Nadu,2631,2750,2336.75,6120,12680,14020,9080,7000,3450,,12068,,7775.4,,8879.8,5662.8,3929,,1510,1600,1620,840,06-09-2019,2
Tamil Nadu,3302.5,2770,2470,9450,7025,9212.5,6250,5850,4142.5,,13844,,8882.5,,9135,7238,4641.25,,1537.5,1400,1075,1600,07-09-2019,2
Tamil Nadu,3302,2736,2555,6160,6280,6540,6650,5150,3640,,12841.4,,8762.6,,8971.2,6961.8,4840,,1500,1280,2780,660,08-09-2019,2
Tamil Nadu,2980,2960,2918,6380,7970,7660,7570,5780,3390,,13981.2,,8284,,9325,6935.4,4390,,1550,1800,1160,1360,09-09-2019,2
Tamil Nadu,2475,2740,2286.75,5850,11520,13300,8540,6150,3452,,12013,,7798.4,,9044.2,6325,3764,,1530,1500,1280,660,10-09-2019,3
Tamil Nadu,2411,2660,2324.25,5900,11320,13110,8380,6650,3574,,12343,,7987.2,,9000.2,6601,3647,,1530,1660,1120,720,11-09-2019,3
Tamil Nadu,3275,2810,2533.33,7525,6825,9225,6625,5700,4285,,14167.5,,8701.75,,9065,6749.25,4375,,1562.5,1350,1050,1775,12-09-2019,3
Tamil Nadu,3060,2672,2525,5330,6460,6420,6760,4900,3500,,12884.4,,8940.4,,9142,7843.2,4540,,1500,1480,1240,980,13-09-2019,3
Tamil Nadu,3080,2960,2900,6130,8020,7420,7590,5508,3438,,13867.2,9750,8025,,9447.6,6753,4336.6,,1584,1600,960,1500,14-09-2019,3
Tamil Nadu,2305,2637.5,2372.5,7125,13000,16500,8475,7350,3957.5,,13859,,7875.75,,8970.25,6873.25,4043.75,,1525,1875,1225,2150,15-09-2019,3
Tamil Nadu,3165,2785,2600,7750,6850,9425,6775,5400,4215,,14442.75,,8674.25,,9065,6446,4425,,1562.5,1400,975,800,16-09-2019,3
Tamil Nadu,3100,2660,2525,5140,6260,6480,6660,4800,3122,,13142.4,,8933.2,,9216,8171.4,4460,,1500,2020,1040,840,17-09-2019,3
Tamil Nadu,3090,2930,2920,6370,8160,7700,7860,5548,3568,,14112.8,9750,7715.8,,9542,6722.2,4200,,1594,1780,1160,3040,18-09-2019,3
Tamil Nadu,2464,2650,2387.5,7440,12600,15880,8340,7250,3894,,14192,,8231.6,,9088,6933.75,4289,,1530,2020,1200,4280,19-09-2019,3
Tamil Nadu,3150,2740,2533.33,7550,6225,8775,6625,5100,4170,,14422.75,,8667,,8873.5,6593,4650,,1537.5,1450,950,1100,20-09-2019,3
Tamil Nadu,3100,2670,2525,4980,6240,6530,6740,4750,3040,,13330.8,,8933.2,,9216,8251,4420,,1500,2040,980,1060,21-09-2019,3
Tamil Nadu,3170,2942,2920,6330,8620,8280,8300,5608,3598,,14780,9500,7656,,9573,6695.4,4313.4,,1587.5,1900,1460,4100,22-09-2019,3
Tamil Nadu,2482,2694,2442.5,8580,12160,15440,7920,7350,3890,,14839.6,,8231.6,,9054.2,6655.2,4252,,1530,2100,1240,2360,23-09-2019,1
Tamil Nadu,3350,2775,2533.33,7250,5750,8412.5,6087.5,4800,4152.5,,14216.5,,8612,,8859.75,6400.5,4625,,1512.5,1400,1025,4000,24-09-2019,1
Tamil Nadu,3230,2692,2515,4920,6240,6670,6670,4800,3584,,13324.2,,9090.4,,9519.8,8171.8,4360,,1500,2000,1280,1080,25-09-2019,1
Tamil Nadu,3362.5,2977.5,3180,6550,8950,8825,8575,5700,3592.5,,15112.5,9500,7257,,9561.25,6664.5,4304.25,,1583.33,2075,1900,2825,26-09-2019,1
Tamil Nadu,2504,2720,2455,10380,11830,14280,7480,7600,3926,,15136.8,,8158.4,,9023.4,6456.8,4299,,1540,2060,1260,920,27-09-2019,1
Tamil Nadu,3313.2,2752,2675,7120,5780,7960,5980,4950,4068,,13918.4,,8445.6,,8791,6139.8,4740,,1510,1460,1160,4860,28-09-2019,1
Tamil Nadu,3150,2754,2590,5580,6320,6590,6780,4900,3662,,13177,,9090.4,,9824,8084,4460,,1500,2520,1880,1460,29-09-2019,1
Tamil Nadu,3400,3012.5,3110,6350,8425,8425,8275,5800,3500,,15107.25,,7678,,9575,6679.25,4291.75,,1605,1975,1687.5,2950,30-09-2019,1
Tamil Nadu,2540,2720,2527.5,9340,10160,12910,6690,6950,3950,,15357,,8401,,9067,7285,4696,,1540,2060,1100,600,01-10-2019,1
Tamil Nadu,3325,2700,2533.33,7350,6425,7900,6400,5000,4080,,14203,,8557,,8804.75,6565.5,5350,,1512.5,1350,2275,3250,02-10-2019,1
Tamil Nadu,3137.5,3037.5,2883.33,5830,6312.5,6500,6862.5,5230,3610,,13035.5,,8619.75,,9687,7468.5,4600,,1512.5,2275,1475,737.5,03-10-2019,1
Tamil Nadu,3400,2975,3110,6425,8650,8612.5,8450,5875,3637.5,,15436.75,,7780.5,,9739.25,7029.25,4575,,1625,1825,2700,1200,04-10-2019,1
Tamil Nadu,2655,2744,2527.5,10560,11060,11510,6960,6850,3890,,15078.6,,8511.6,,8999.2,7097,4692,,1540,1980,1280,1180,05-10-2019,1
Tamil Nadu,3350,2672,2570,7540,6350,8140,6430,4950,4108,,13830.6,,8493.6,,8636.8,6606.4,5180,,1510,1420,2060,1040,06-10-2019,1
Tamil Nadu,2900,2833.33,2920,5856.67,6216.67,6383.33,6950,5266.67,3526.67,,13642.33,,9149.67,,9894.33,7577.33,4289,,1516.67,2233.33,1333.33,733.33,07-10-2019,1
Tamil Nadu,3757.14,3042.86,3262.86,6521.43,8614.29,8671.43,8392.86,5928.57,3704.29,,15089.5,13186,8237.33,,10005,7123,4457.14,,1485.71,1785.71,3657.14,1700,08-10-2019,1
Tamil Nadu,2600,2400,2400,12400,7500,10300,5900,6400,3900,,14175,,9010,,9120,6593,5000,,1500,1600,1000,1000,09-10-2019,1
Tamil Nadu,3333.33,2600,2660,7133.33,6200,7433.33,6400,5000,4026.67,,13809.33,,8900.67,,8772.67,6831.33,5300,,1483.33,1266.67,3000,3666.67,10-10-2019,1
Tamil Nadu,3075,2875,2860,5800,6300,7200,7030,5222.5,3575,,13403.5,,8978,,9823.75,7580.5,4550,,1537.5,2525,1750,1025,11-10-2019,1
Tamil Nadu,3792.86,3037.14,3191.43,6600,8628.57,9542.86,8485.71,5814.29,3625,,15189,12967,7821.14,,9995.71,7187.43,4583.33,,1600,2214.29,3571.43,2371.43,12-10-2019,1
Tamil Nadu,2874,2724,2562.5,12240,10060,10160,6440,6500,3930,,14698,,8744,,9110,6921.6,4572,,1540,1860,1240,680,13-10-2019,2
Tamil Nadu,3278,2712,2620,6660,6140,6700,6410,4950,4018,,13522.8,,8644.6,,9004,7169.8,4880,,1510,1380,4300,2240,14-10-2019,2
Tamil Nadu,3150,2937.5,2860,6475,6725,7850,7350,5300,3415,,13657,,8462.25,,9927.5,7140.5,4454.25,,1530,2150,1400,975,15-10-2019,2
Tamil Nadu,3927.78,3093.33,3012.86,6511.11,8955.56,11700,9055.56,5925,3593.33,2800,14713.67,12483.5,8217.78,9700,10068.56,7906.11,4688.89,36000,1450,2266.67,7922.22,1777.78,16-10-2019,2
Tamil Nadu,3165,2772,2577.5,12260,8560,9490,6400,6200,3922,,14378.8,,8379.8,,9132,7186,4553,,1540,1380,1240,740,17-10-2019,2
Tamil Nadu,3320,2696,2505,6380,6250,6720,6590,5000,3784,,12973.4,,8762.6,,8971.2,7078,4840,,1510,1300,3560,600,18-10-2019,2
Tamil Nadu,3100,2970,3084,6460,7000,7900,7350,5280,3388,,14161.2,,8238.4,,9527.2,6875.4,4466.6,,1536,1860,1240,1340,19-10-2019,2
Tamil Nadu,3950,3180,3092.86,6335.71,8928.57,11642.86,9214.29,6083.33,3602.86,,15179.43,12967,8188.57,,10274,8603.71,4771.43,,1542.86,2842.86,7842.86,1471.43,20-10-2019,2
Tamil Nadu,2631,2750,2336.75,6120,12640,14020,9080,7000,3450,,12068,,7775.4,,8879.8,5662.8,3929,,1510,1600,1620,840,21-10-2019,2
Tamil Nadu,3302,2796,2572.5,9560,6980,9230,6300,5850,4154,,13888.2,,8600.4,,9132,7238,4606,,1550,1460,1120,1880,22-10-2019,2
Tamil Nadu,3302,2736,2555,6100,6320,6540,6650,5150,3622,,12841.4,,8762.6,,8993.2,6983.8,4840,,1500,1300,2720,640,23-10-2019,2
Tamil Nadu,2980,2960,2938,6320,8030,7630,7620,5780,3390,,13893.2,,8306,,9445,7056.2,4390,,1550,1900,1140,1380,24-10-2019,2
Tamil Nadu,2411,2660,2324.25,5940,11350,13110,8280,6700,3650,,12431,,8009.2,,9000.2,6601,3667,,1530,1700,1140,740,25-10-2019,3
Tamil Nadu,3275,2810,2533.33,7575,6850,9325,6650,5700,4285,,14167.5,,8701.75,,9065,6749.25,4375,,1562.5,1350,1000,1800,26-10-2019,3
Tamil Nadu,3060,2672,2525,5330,6460,6420,6760,4900,3500,,12884.4,,8940.4,,9142,7843.2,4540,,1500,1500,1240,980,27-10-2019,3
Tamil Nadu,3080,2960,2900,6130,8020,7420,7590,5508,3438,,13867.2,9750,8025,,9447.6,6753,4336.6,,1584,1580,960,1525,28-10-2019,3
Tamil Nadu,2305,2637.5,2372.5,7125,13000,16500,8475,7350,3957.5,,13859,,7875.75,,8970.25,6873.25,4043.75,,1525,1875,1225,2150,29-10-2019,3
Tamil Nadu,3165,2785,2600,7750,6850,9425,6775,5400,4215,,14442.75,,8674.25,,9065,6446,4425,,1562.5,1375,975,825,30-10-2019,3
Tamil Nadu,3100,2660,2525,5160,6260,6460,6660,4800,3090,,13120.4,,8933.2,,9216,8171.4,4460,,1500,1980,1040,880,31-10-2019,3
Tamil Nadu,3110,2930,2920,6330,8130,7680,7860,5548,3572,,14140.6,9750,7650,,9542,6722.2,4200,,1594,1740,1160,3060,01-11-2019,3
Tamil Nadu,2484,2650,2387.5,7460,12480,15840,8160,7250,3888,,14236.2,,8231.6,,9088,6865.6,4329,,1530,2060,1260,4020,02-11-2019,3
Tamil Nadu,3150,2740,2533.33,7550,6225,8775,6625,5100,4170,,14422.75,,8667,,8873.5,6593,4675,,1537.5,1450,950,1100,03-11-2019,3
Tamil Nadu,3100,2670,2525,4980,6260,6530,6740,4750,3064,,13418.6,,8933.2,,9194,8273,4400,,1500,2040,1000,1100,04-11-2019,3
Tamil Nadu,3170,2942,2920,6330,8620,8380,8300,5608,3598,,14780,9500,7656,,9573,6695.4,4313.4,,1587.5,1900,1460,4150,05-11-2019,3
Tamil Nadu,2482,2694,2442.5,8700,12160,15440,7920,7350,3890,,14839.6,,8231.6,,9054.2,6655.2,4252,,1530,2020,1240,2460,06-11-2019,1
Tamil Nadu,3350,2775,2533.33,7250,5750,8412.5,6087.5,4800,4152.5,,14216.5,,8612,,8859.75,6400.5,4625,,1512.5,1400,1025,4125,07-11-2019,1
Tamil Nadu,3230,2692,2515,4920,6240,6670,6670,4800,3584,,13324.2,,9090.4,,9519.8,8171.8,4360,,1500,2000,1280,1100,08-11-2019,1
Tamil Nadu,3400,2927.5,3180,6400,8700,8575,8450,5700,3547.5,,14748.5,9500,7654.25,,9366.25,6450.75,4329.25,,1583.33,1750,1800,2850,09-11-2019,1
Tamil Nadu,2504,2720,2455,10380,11830,14280,7480,7600,3926,,15136.8,,8158.4,,9023.4,6456.8,4299,,1540,2100,1280,980,10-11-2019,1
Tamil Nadu,3313.2,2752,2675,7120,5780,7960,5980,4950,4068,,13918.4,,8445.6,,8791,6139.8,4740,,1510,1460,1180,4760,11-11-2019,1
Tamil Nadu,3170,2754,2590,5620,6320,6590,6780,4993.33,3666,,13177,,9090.4,,9868,8062,4460,,1500,2340,1860,1360,12-11-2019,1
Tamil Nadu,3400,2930,3048,6300,8590,8480,8320,5720,3510,,14945.8,9450,7475.8,,9431.25,6577.8,4233.4,,1604,1820,1750,2800,13-11-2019,1
Tamil Nadu,2520,2720,2527.5,9280,10060,12830,6690,6950,3930,,15247,,8445.6,,9067,7307,4776,,1540,2060,1160,580,14-11-2019,1
Tamil Nadu,3333.2,2660,2525,7420,6340,8060,6480,4950,4080,,13918.6,,8469.6,,8818.5,6436.8,5240,,1510,1440,2360,3250,15-11-2019,1
Tamil Nadu,3137.5,3037.5,2883.33,5830,6312.5,6500,6862.5,5230,3610,,13035.5,,8619.75,,9687,7468.5,4600,,1512.5,2250,1450,687.5,16-11-2019,1
